date_processed,rspm,spm,pm2_5
2004-01-19,135.04620689655172,188.2621212121212,
2004-01-20,175.31666666666666,207.56666666666666,
2004-01-21,121.1912962962963,186.6976923076923,
2004-01-22,121.3076923076923,171.95,
2004-01-23,158.10772727272726,174.0348,
2004-01-24,147.95850000000002,230.74,
2004-01-25,62.0,107.0,
2004-01-26,117.83400000000002,205.667,
2004-01-27,153.29,187.36176470588236,
2004-01-28,143.62172413793104,210.3435483870968,
2004-01-29,150.33375,211.46016666666668,
2004-01-30,147.85263157894735,192.72727272727272,
2004-01-31,131.5557142857143,209.39000000000001,
2004-02-01,161.06738095238094,186.0625,
2004-02-02,138.08535714285713,189.4140625,
2004-02-03,190.333125,234.43117647058824,
2004-02-04,140.835,214.3576923076923,
2004-02-05,45.0,95.0,
2004-02-06,133.56166666666667,254.24137931034483,
2004-02-07,118.79108695652172,173.908,
2004-02-08,79.33981481481482,131.6357142857143,
2004-02-09,103.56666666666666,159.1746875,
2004-02-10,71.36350000000002,175.19416666666666,
2004-02-11,161.41,200.86264705882354,
2004-02-12,156.80172413793105,229.81088235294118,
2004-02-13,131.14568181818183,182.14615384615385,
2004-02-14,137.88,227.185,
2004-02-16,157.96575757575758,201.08013513513515,
2004-02-17,140.6,204.9,
2004-02-18,104.91,210.929375,
2004-02-19,142.98680000000002,201.36555555555555,
2004-02-20,144.29035714285715,188.8178125,
2004-02-21,136.24055555555555,227.98263157894738,
2004-02-23,148.41258620689655,211.93109375,
2004-02-24,174.0002,211.17142857142858,
2004-02-25,131.6723076923077,233.9692857142857,
2004-02-26,184.88615384615383,232.525,
2004-02-27,149.86499999999998,212.62,
2004-02-28,140.7411111111111,253.0085,
2004-03-01,156.81666666666666,286.2352941176471,
2004-03-02,140.372,185.97666666666666,
2004-03-03,124.09775862068966,212.36171875,
2004-03-04,118.30636363636364,283.9975,
2004-03-05,142.5,234.5668181818182,
2004-03-06,126.08,233.01172413793103,
2004-03-07,117.45421052631579,207.74761904761903,
2004-03-08,90.66652173913043,132.828,
2004-03-09,148.74555555555557,143.26892857142857,
2004-03-10,35.33,95.0,
2004-03-11,133.44115384615387,211.7832142857143,
2004-03-12,163.09392857142856,189.05488888888888,
2004-03-13,140.10866666666666,252.33333333333334,
2004-03-15,148.32846153846154,226.18413793103448,
2004-03-16,173.87800000000001,245.4384375,
2004-03-17,123.10395833333332,228.23851851851853,
2004-03-18,169.26288461538462,248.4117857142857,
2004-03-19,155.63660714285714,247.5773333333333,
2004-03-20,150.19823529411764,275.35,
2004-03-22,162.36666666666667,240.21296875,
2004-03-23,181.39521739130436,287.037037037037,
2004-03-24,151.7746153846154,260.8625,
2004-03-25,166.198125,246.3285185185185,
2004-03-26,163.37796296296295,224.23103448275862,
2004-03-27,140.83333333333334,283.2526315789474,
2004-03-28,98.67,227.67,
2004-03-29,140.27925925925925,215.3734375,
2004-03-30,151.53615384615384,216.60999999999999,
2004-03-31,124.59750000000001,221.74703703703705,
2004-04-02,138.29500000000002,209.0846875,
2004-04-03,178.42680000000001,242.96307692307693,
2004-04-05,156.23529411764707,217.476875,
2004-04-06,140.90772727272727,267.7744,
2004-04-07,71.0,135.0,
2004-04-08,92.44846153846153,142.9864,
2004-04-09,105.8685,199.28181818181818,
2004-04-10,100.98241379310345,117.97453125,
2004-04-11,138.57379310344828,240.99691176470589,
2004-04-12,127.60823529411766,250.17590909090907,
2004-04-13,164.3935,253.98749999999998,
2004-04-14,97.33571428571429,221.00117647058823,
2004-04-15,165.1386,265.4692592592593,
2004-04-16,157.46709677419352,229.9696875,
2004-04-17,166.28785714285715,459.064375,
2004-04-19,153.71633333333332,225.44234375,
2004-04-20,184.50739130434783,298.612,
2004-04-21,138.35285714285715,255.948,
2004-04-22,156.00130434782608,301.4037037037037,
2004-04-23,141.55596153846153,197.13615384615383,
2004-04-24,140.0311764705882,272.94444444444446,
2004-04-26,150.97035714285715,203.94366666666664,
2004-04-27,164.3959090909091,235.18037037037035,
2004-04-28,126.0468,204.81407407407406,
2004-04-29,178.66153846153844,335.9691071428571,
2004-04-30,146.7408695652174,281.0384,
2004-05-01,140.29979166666666,206.1974074074074,
2004-05-02,168.26373333333333,210.0610119047619,
2004-05-03,146.63041666666666,198.06277777777777,
2004-05-04,147.14757142857144,230.27657894736842,
2004-05-05,128.03652173913045,180.9864,
2004-05-06,127.92777777777776,253.04000000000002,
2004-05-07,108.65151515151516,147.72400000000002,
2004-05-08,112.16683333333334,150.29896551724138,
2004-05-09,48.0,99.0,
2004-05-10,107.04615384615384,143.06333333333333,
2004-05-11,160.34759999999997,190.6448275862069,
2004-05-12,104.0,135.0,
2004-05-13,147.74757575757576,225.7214705882353,
2004-05-14,131.8539130434783,202.89615384615385,
2004-05-15,134.0557142857143,241.59863636363636,
2004-05-17,120.901,201.23685714285713,
2004-05-18,146.63206896551725,226.475,
2004-05-19,170.77439999999999,293.4574074074074,
2004-05-20,183.411,385.7363636363636,
2004-05-21,168.0782608695652,288.7,
2004-05-22,168.4335,327.5185,
2004-05-24,142.61758620689653,215.84390625,
2004-05-25,133.8806896551724,222.7884375,
2004-05-26,139.8736,228.54370370370367,
2004-05-27,142.98275862068965,230.75625,
2004-05-28,142.3916,217.33444444444444,
2004-05-29,123.59055555555554,234.33350000000002,
2004-05-30,153.0,117.0,
2004-05-31,125.62886363636363,233.05541666666667,
2004-06-01,186.05153846153846,227.81428571428572,
2004-06-02,150.83363636363637,190.66555555555556,
2004-06-03,134.19071428571428,264.4764285714286,
2004-06-04,165.02739130434784,223.52,
2004-06-05,139.46428571428572,247.90727272727275,
2004-06-06,122.0,208.0,
2004-06-07,103.7068,146.2867857142857,
2004-06-08,87.11480000000002,108.2357142857143,
2004-06-09,108.97423076923077,131.1203448275862,
2004-06-10,93.93500000000002,141.36103448275864,
2004-06-11,139.63333333333335,226.82500000000002,
2004-06-12,161.46560606060606,198.17557142857143,
2004-06-13,65.0,228.0,
2004-06-14,100.4475925925926,139.14155172413794,
2004-06-15,123.10700000000001,169.02576923076924,
2004-06-16,69.5835,170.33541666666665,
